text,label,clean_text,stem_porter,stem_lancaster,stem_snowball,stem_regexp,lemma
Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem #distrust #garbage #oreillyfactor,0,americans think media nothing government propaganda lies control riggedsystem distrust garage oreillyfactor,american think media noth govern propaganda lie control riggedsystem distrust garag oreillyfactor,am think med noth govern propagand lie control riggedsystem distrust gar oreillyfact,american think media noth govern propaganda lie control riggedsystem distrust garag oreillyfactor,american think media noth government propaganda li control riggedsystem distrust garage oreillyfactor,americans think medium nothing government propaganda lie control riggedsystem distrust garage oreillyfactor
Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep.  #depression,3,panic attacks worst feeling really sick still shaking sleep depression,panic attack worst feel realli sick still shake sleep depress,pan attack worst feel real sick stil shak sleep depress,panic attack worst feel realli sick still shake sleep depress,panic attack worst feel real sick still shak sleep depression,panic attack worst feel really sick still shake sleep depression
"Lord Jesus, I don’t want to be in prison. I want to be free. Entice my heart with the beauty of Your truth &amp; allow me to rejoice in it. Amen",2,lord jesus want prison want free entice heart beauty truth amp allow rejoice amen,lord jesu want prison want free entic heart beauti truth amp allow rejoic amen,lord jes want prison want fre ent heart beauty tru amp allow rejo am,lord jesus want prison want free entic heart beauti truth amp allow rejoic amen,lord jesu want prison want free entice heart beauty truth amp allow rejoice amen,lord jesus want prison want free entice heart beauty truth amp allow rejoice aman
@user only #true #depression #fans will get this one 😂😂,3,true depression fan get one,true depress fan get one,tru depress fan get on,true depress fan get one,true depression fan get one,true depression fan get one
"@user Where is your indignation and outrage over the UNARMED DEAF WHITE man who was shot and killed by black officer in CLT, NC?",0,indignation outrage unarmed deaf white man shot killed black officer cut,indign outrag unarm deaf white man shot kill black offic cut,indign out unarm deaf whit man shot kil black off cut,indign outrag unarm deaf white man shot kill black offic cut,indignation outrage unarm deaf white man shot kill black officer cut,indignation outrage unarmed deaf white man shoot kill black officer cut
"It take so little to make a child's life joyful, why do we work so hard to make their lives hell? @user Peace",3,take little make child life joyful work hard make lives hell peace,take littl make child life joy work hard make live hell peac,tak littl mak child lif joy work hard mak liv hel peac,take littl make child life joy work hard make live hell peac,take little make child life joyful work hard make liv hell peace,take little make child life joyful work hard make life hell peace
"What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs? #NJDevils",3,good already hit rock bottom even though two seasons away new depths despair playoffs devils,good alreadi hit rock bottom even though two season away new depth despair playoff devil,good already hit rock bottom ev though two season away new depth despair playoff devil,good alreadi hit rock bottom even though two season away new depth despair playoff devil,good already hit rock bottom even though two season away new depth despair playoff devil,good already hit rock bottom even though two season away new depth despair playoff devil
@user @user I'm depress now,3,depress,depress,depress,depress,depres,depress
"every day i have to think in my mind will this be pleasing to God. my decision making, the way i react, treat ppl, speak, am i pleasing God.",2,every day think mind pleasing god decision making way react treat pp speak pleasing god,everi day think mind pleas god decis make way react treat pp speak pleas god,every day think mind pleas god decid mak way react tre pp speak pleas god,everi day think mind pleas god decis make way react treat pp speak pleas god,every day think mind pleas god decision mak way react treat pp speak pleas god,every day think mind please god decision making way react treat pp speak please god
The anxiety I have right now😭😭😭,3,anxiety right now😭😭😭,anxieti right now😭😭😭,anxy right now😭😭😭,anxieti right now😭😭😭,anxiety right now😭😭😭,anxiety right now 😭 😭 😭
@user @user ummm that dragons fury though..,0,mmm dragoons fury though,mmm dragoon furi though,mmm dragoon fury though,mmm dragoon furi though,mmm dragoon fury though,mmm dragoons fury though
"There will be no #gaming video today. An old friend of mine passed last night, so I'm taking some time to grieve. Thank you #StandUpToCancer",3,gazing video today old friend mine passed last night taking time grieve thank standuptocancer,gaze video today old friend mine pass last night take time griev thank standuptocanc,gaz video today old friend min pass last night tak tim griev thank standuptoc,gaze video today old friend mine pass last night take time griev thank standuptocanc,gaz video today old friend mine pass last night tak time grieve thank standuptocancer,gaze video today old friend mine pass last night take time grieve thank standuptocancer
"Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing . #lost #needhelp",3,kind confused one thing right great future hand new thing lost needhelp,kind confus one thing right great futur hand new thing lost needhelp,kind confus on thing right gre fut hand new thing lost needhelp,kind confus one thing right great futur hand new thing lost needhelp,kind confus one th right great future hand new th lost needhelp,kind confuse one thing right great future hand new thing lose needhelp
@user all the optimism...,2,optimism,optim,optim,optim,optimism,optimism
@user @user Idiots like Larry Sanders scare us All!How can Morons these days Rush 2 Judge #Police w/o all facts yet?FU thugs,0,idiot like larry wanders scare allow mormons days rush judge police facts yet thus,idiot like larri wander scare allow mormon day rush judg polic fact yet thu,idiot lik larry wand scar allow mormon day rush judg pol fact yet thu,idiot like larri wander scare allow mormon day rush judg polic fact yet thus,idiot like larry wander scare allow mormon day rush judge police fact yet thu,idiot like larry wanders scare allow mormon day rush judge police fact yet thus
@user @user @user @user @user How did that chop feel? You still feel the sting of it? Looks brutal!,0,chop feel still feel sting looks brutal,chop feel still feel sting look brutal,chop feel stil feel sting look brut,chop feel still feel sting look brutal,chop feel still feel st look brutal,chop feel still feel sting look brutal
"@user @user even if he says nothing, he'll still piss some people off. He's gotta decide who he wants to make angry.",0,even says nothing hell still pass people got decide wants make angry,even say noth hell still pass peopl got decid want make angri,ev say noth hel stil pass peopl got decid want mak angry,even say noth hell still pass peopl got decid want make angri,even say noth hell still pas people got decide want make angry,even say nothing hell still pass people get decide want make angry
